sample,color,gt_box,pred_box,IoU,center_err,contrast,bbox_pixel_area,failure_type,predicted_color
sample_0003,red sphere,"[407, 301, 18, 13]","[406.8866729736328, 302.0075225830078, 18.39692711830139, 18.889068961143494]",0.6734,1.01,104.4821,234,Good,red sphere
sample_0003,green sphere,"[224, 353, 22, 18]","[224.25086975097656, 353.5630702972412, 21.684284210205078, 23.026442527770996]",0.7671,0.62,89.712,396,Good,green sphere
sample_0003,blue sphere,"[359, 374, 23, 20]","[359.2033004760742, 374.83202934265137, 23.89786720275879, 25.014819502830505]",0.7695,0.86,104.5388,460,Good,blue sphere
sample_0003,yellow sphere,"[416, 363, 22, 19]","[416.8349075317383, 363.993501663208, 22.899460792541504, 24.163938760757446]",0.7325,1.3,96.1819,418,Good,yellow sphere
sample_0003,black sphere,"[282, 361, 22, 19]",,0.0,99999,66.2755,418,Miss,other
sample_0003,pink sphere,"[277, 322, 20, 15]","[277.3311233520508, 322.5779628753662, 19.960381984710693, 20.94011664390564]",0.6964,0.67,83.4618,300,Good,pink sphere
sample_0004,red sphere,"[371, 314, 19, 14]","[219.77052688598633, 285.8774757385254, 18.806082010269165, 17.328123450279236]",0.0,153.82,104.2327,266,Miss,other
sample_0004,green sphere,"[240, 340, 20, 16]","[240.2408218383789, 340.852575302124, 21.493420600891113, 22.283778190612793]",0.6681,0.89,86.9622,320,Good,green sphere
sample_0004,blue sphere,"[219, 285, 17, 11]","[219.81048583984375, 285.8601379394531, 18.950695991516113, 17.387840151786804]",0.5675,1.18,95.1093,187,Good,blue sphere
sample_0004,yellow sphere,"[286, 314, 20, 14]","[286.38402938842773, 314.48238372802734, 19.41540837287903, 19.387950897216797]",0.7011,0.62,83.291,280,Good,yellow sphere
sample_0004,black sphere,"[336, 386, 24, 22]","[219.82648849487305, 285.8694076538086, 18.90648126602173, 17.409144043922424]",0.0,153.37,90.1178,528,Miss,other
sample_0004,pink sphere,"[392, 293, 18, 12]","[219.75143432617188, 285.87246894836426, 18.843419551849365, 17.313149571418762]",0.0,172.4,92.9872,216,Miss,other
sample_0005,red sphere,"[349, 320, 19, 15]","[303.0950355529785, 398.7206840515137, 25.012638568878174, 27.035853266716003]",0.0,91.13,105.3979,285,Miss,other
sample_0005,green sphere,"[272, 282, 17, 11]","[303.11126708984375, 398.6968803405762, 25.088517665863037, 27.124287486076355]",0.0,120.77,86.7773,187,Miss,other
sample_0005,blue sphere,"[398, 345, 21, 17]","[398.03890228271484, 346.2802219390869, 21.678125858306885, 21.962479948997498]",0.7498,1.28,108.1238,357,Good,blue sphere
sample_0005,yellow sphere,"[303, 398, 24, 23]","[303.1108093261719, 398.6565685272217, 24.956700801849365, 27.18196213245392]",0.8137,0.67,89.4368,552,Good,yellow sphere
sample_0005,black sphere,"[334, 348, 22, 17]",,0.0,99999,84.7461,374,Miss,other
sample_0005,pink sphere,"[364, 341, 21, 16]","[303.08271408081055, 398.7191104888916, 25.04822015762329, 27.039411664009094]",0.0,83.92,92.6229,336,Miss,other
sample_0006,red sphere,"[231, 356, 22, 18]","[230.90984344482422, 357.16458320617676, 22.46732234954834, 23.663742542266846]",0.7448,1.17,93.1231,396,Good,red sphere
sample_0006,green sphere,"[372, 279, 17, 11]","[411.21334075927734, 319.53131675720215, 19.81094479560852, 20.496405959129333]",0.0,56.4,108.2451,187,Miss,other
sample_0006,blue sphere,"[337, 376, 23, 20]","[337.5236511230469, 376.8372917175293, 23.779706954956055, 24.713709354400635]",0.7747,0.99,104.552,460,Good,blue sphere
sample_0006,yellow sphere,"[411, 319, 20, 14]","[411.1809539794922, 319.49315071105957, 19.694267511367798, 20.54490029811859]",0.6727,0.53,94.405,280,Good,yellow sphere
sample_0006,black sphere,"[258, 385, 24, 21]",,0.0,99999,71.1102,504,Miss,other
sample_0006,pink sphere,"[329, 309, 19, 13]","[230.91737747192383, 357.1831512451172, 22.440407276153564, 23.6747807264328]",0.0,109.28,90.5518,247,Miss,other
sample_0007,red sphere,"[342, 312, 19, 14]","[402.3158645629883, 358.1589889526367, 22.030539512634277, 23.579843044281006]",0.0,75.95,99.4783,266,Miss,other
sample_0007,green sphere,"[283, 309, 19, 14]","[283.6636543273926, 309.68994140625, 19.069172143936157, 19.303638339042664]",0.6824,0.96,85.1726,266,Good,green sphere
sample_0007,blue sphere,"[400, 290, 18, 12]","[400.2566146850586, 290.2383613586426, 18.128557205200195, 18.273228406906128]",0.6406,0.35,103.6804,216,Good,blue sphere
sample_0007,yellow sphere,"[350, 276, 17, 10]","[350.7712173461914, 276.7979335784912, 16.68375849723816, 16.729438304901123]",0.5572,1.11,90.3195,170,Good,yellow sphere
sample_0007,black sphere,"[235, 340, 20, 17]",,0.0,99999,53.4572,340,Miss,other
sample_0007,pink sphere,"[402, 358, 22, 18]","[402.2843551635742, 358.1978988647461, 22.053897380828857, 23.539159297943115]",0.7472,0.35,93.8264,396,Good,pink sphere
sample_0008,red sphere,"[415, 298, 18, 12]","[414.85843658447266, 299.2821979522705, 18.586798906326294, 18.260432481765747]",0.6364,1.29,101.9333,216,Good,red sphere
sample_0008,green sphere,"[253, 279, 17, 11]","[253.2978630065918, 279.7405529022217, 17.51030921936035, 17.298014760017395]",0.6149,0.8,88.7897,187,Good,green sphere
sample_0008,blue sphere,"[257, 302, 18, 13]","[253.29421997070312, 279.7414970397949, 17.685424089431763, 17.239102721214294]",0.0,22.56,85.9012,234,Miss,other
sample_0008,yellow sphere,"[212, 347, 22, 17]","[212.21403121948242, 347.5276565551758, 21.408965587615967, 22.91441023349762]",0.727,0.57,80.5473,374,Good,yellow sphere
sample_0008,black sphere,"[249, 401, 24, 23]",,0.0,99999,66.4576,552,Miss,other
sample_0008,pink sphere,"[369, 338, 20, 16]","[414.8114013671875, 299.3089199066162, 18.545130491256714, 18.21279466152191]",0.0,59.96,92.6912,320,Miss,other
sample_0009,red sphere,"[257, 304, 19, 13]","[256.8890190124512, 304.81218338012695, 18.720862865447998, 19.089020490646362]",0.6742,0.82,85.6383,247,Good,red sphere
sample_0009,green sphere,"[411, 280, 17, 11]","[411.4537048339844, 280.63937187194824, 17.037293910980225, 17.236889004707336]",0.6105,0.78,105.4167,187,Good,green sphere
sample_0009,blue sphere,"[374, 326, 20, 15]","[374.3040084838867, 326.8058967590332, 19.75122570991516, 20.612738728523254]",0.7099,0.86,105.0076,300,Good,blue sphere
sample_0009,yellow sphere,"[334, 285, 17, 11]","[334.2550277709961, 285.8876037597656, 17.4313485622406, 17.219472527503967]",0.6207,0.92,92.0165,187,Good,yellow sphere
sample_0009,black sphere,"[196, 356, 22, 18]",,0.0,99999,50.041,396,Miss,other
sample_0009,pink sphere,"[230, 311, 19, 14]","[230.27902603149414, 311.22081756591797, 19.504399299621582, 19.639939069747925]",0.6927,0.36,80.5778,266,Good,pink sphere
sample_0010,red sphere,"[301, 280, 17, 11]","[397.2043228149414, 303.6462879180908, 18.941829204559326, 19.24386441707611]",0.0,99.07,90.0672,187,Miss,other
sample_0010,green sphere,"[397, 395, 25, 22]","[397.5834274291992, 395.822696685791, 24.738736152648926, 26.90345048904419]",0.7843,1.01,105.5759,550,Good,green sphere
sample_0010,blue sphere,"[296, 329, 20, 15]","[397.5428771972656, 395.89070320129395, 24.792561531066895, 26.852594017982483]",0.0,121.59,93.7403,300,Miss,other
sample_0010,yellow sphere,"[293, 308, 18, 13]","[397.56954193115234, 395.8374309539795, 24.6854305267334, 26.827474236488342]",0.0,136.57,85.6613,234,Miss,other
sample_0010,black sphere,"[208, 400, 24, 23]","[208.20358276367188, 400.2872943878174, 25.625452995300293, 27.949731945991516]",0.7707,0.35,57.8342,552,Good,black sphere
sample_0010,pink sphere,"[397, 303, 18, 13]","[397.1881103515625, 303.6588764190674, 18.892329931259155, 19.23128306865692]",0.6441,0.69,94.2811,234,Good,pink sphere
sample_0011,red sphere,"[303, 277, 17, 11]","[256.7650032043457, 399.1015434265137, 24.900484085083008, 27.83828616142273]",0.0,130.56,90.7903,187,Miss,other
sample_0011,green sphere,"[405, 314, 19, 14]","[405.3537368774414, 314.8703098297119, 19.867775440216064, 19.884763956069946]",0.6733,0.94,105.7314,266,Good,green sphere
sample_0011,blue sphere,"[329, 325, 20, 15]","[256.7015838623047, 399.1348171234131, 24.878196716308594, 27.72265076637268]",0.0,103.55,100.6001,300,Miss,other
sample_0011,yellow sphere,"[236, 326, 20, 15]","[236.55765533447266, 325.7204246520996, 20.356297492980957, 20.923789143562317]",0.6819,0.62,79.7904,300,Good,yellow sphere
sample_0011,black sphere,"[326, 290, 17, 12]",,0.0,99999,61.0947,204,Miss,other
sample_0011,pink sphere,"[257, 399, 25, 23]","[256.7340278625488, 399.1373920440674, 24.886391162872314, 27.835795283317566]",0.8106,0.3,90.0915,575,Good,pink sphere
sample_0012,red sphere,"[240, 315, 19, 14]","[408.6852264404297, 359.3041706085205, 22.560555934906006, 23.91963243484497]",0.0,174.41,84.898,266,Miss,other
sample_0012,green sphere,"[270, 374, 23, 20]","[270.76610565185547, 375.56482315063477, 23.011670112609863, 25.350873470306396]",0.7431,1.74,96.8982,460,Good,green sphere
sample_0012,blue sphere,"[235, 282, 17, 11]","[408.68839263916016, 359.3129539489746, 22.61214256286621, 23.949188590049744]",0.0,190.12,90.7803,187,Miss,other
sample_0012,yellow sphere,"[267, 286, 18, 12]","[270.7720756530762, 375.56347846984863, 22.9044508934021, 25.271682143211365]",0.0,89.64,79.1092,216,Miss,other
sample_0012,black sphere,"[328, 339, 21, 16]",,0.0,99999,74.1023,336,Miss,other
sample_0012,pink sphere,"[408, 359, 22, 18]","[408.67931365966797, 359.3114948272705, 22.554352283477783, 23.844934701919556]",0.7133,0.75,94.639,396,Good,pink sphere
sample_0013,red sphere,"[211, 318, 20, 14]","[211.45931243896484, 319.3244934082031, 19.87925887107849, 20.11926770210266]",0.6697,1.4,88.7763,280,Good,red sphere
sample_0013,green sphere,"[267, 362, 22, 19]","[267.5643730163574, 363.27999114990234, 22.515645027160645, 24.184983372688293]",0.7489,1.4,94.7513,418,Good,green sphere
sample_0013,blue sphere,"[219, 365, 22, 19]","[219.7213363647461, 365.69581031799316, 23.091483116149902, 24.745303988456726]",0.7215,1.0,93.4727,418,Good,blue sphere
sample_0013,yellow sphere,"[384, 278, 17, 11]","[384.0656280517578, 278.69593620300293, 17.251144647598267, 17.552876472473145]",0.6176,0.7,95.5674,187,Good,yellow sphere
sample_0013,black sphere,"[362, 372, 22, 20]",,0.0,99999,77.6219,440,Miss,other
sample_0013,pink sphere,"[372, 320, 19, 15]","[211.44948959350586, 319.3424320220947, 19.85614538192749, 20.048747062683105]",0.0,160.55,93.859,285,Miss,other
sample_0014,red sphere,"[206, 364, 22, 19]","[281.7685127258301, 391.8214416503906, 24.527390003204346, 27.020657658576965]",0.0,80.71,88.9383,418,Miss,other
sample_0014,green sphere,"[430, 305, 19, 13]","[430.57952880859375, 306.3379669189453, 19.326367378234863, 19.79261577129364]",0.6228,1.46,109.5154,247,Good,green sphere
sample_0014,blue sphere,"[405, 382, 24, 21]","[405.38909912109375, 383.3830261230469, 24.275403022766113, 26.07514500617981]",0.7814,1.44,107.511,504,Good,blue sphere
sample_0014,yellow sphere,"[363, 322, 20, 15]","[363.1649398803711, 322.5252056121826, 19.509176015853882, 20.54722487926483]",0.7169,0.55,94.3288,300,Good,yellow sphere
sample_0014,black sphere,"[269, 316, 19, 14]","[269.3277931213379, 316.1454391479492, 19.59771990776062, 19.990421533584595]",0.6772,0.36,55.3613,266,Good,black sphere
sample_0014,pink sphere,"[282, 391, 24, 22]","[281.71497344970703, 391.831111907959, 24.56073760986328, 27.00028896331787]",0.7959,0.88,90.1414,528,Good,pink sphere
sample_0015,red sphere,"[304, 352, 21, 17]","[303.76665115356445, 353.7036323547363, 21.89967632293701, 23.235817551612854]",0.7016,1.72,96.6276,357,Good,red sphere
sample_0015,green sphere,"[419, 288, 18, 12]","[419.03350830078125, 289.1041660308838, 18.366353511810303, 17.760844230651855]",0.6622,1.1,104.1631,216,Good,green sphere
sample_0015,blue sphere,"[362, 277, 17, 11]","[362.60997772216797, 277.748966217041, 17.42466449737549, 17.25343108177185]",0.5988,0.97,105.9992,187,Good,blue sphere
sample_0015,yellow sphere,"[407, 311, 19, 14]","[407.0494079589844, 311.7074203491211, 19.08992886543274, 18.90466332435608]",0.7368,0.71,94.0174,266,Good,yellow sphere
sample_0015,black sphere,"[393, 366, 22, 20]",,0.0,99999,82.5492,440,Miss,other
sample_0015,pink sphere,"[320, 333, 20, 16]","[303.78225326538086, 353.7385654449463, 21.88167095184326, 23.183326721191406]",0.0,26.33,88.9417,320,Miss,other
sample_0016,red sphere,"[321, 330, 20, 16]","[227.9806137084961, 377.26449966430664, 23.83840322494507, 25.710870623588562]",0.0,104.34,98.7857,320,Miss,other
sample_0016,green sphere,"[367, 390, 24, 22]","[367.8084945678711, 391.14718437194824, 24.841361045837402, 27.293205857276917]",0.7567,1.4,104.1212,528,Good,green sphere
sample_0016,blue sphere,"[247, 329, 20, 15]","[246.99392318725586, 329.7338676452637, 20.689208507537842, 21.25880241394043]",0.6821,0.73,85.7299,300,Good,blue sphere
sample_0016,yellow sphere,"[415, 355, 21, 18]","[414.7880172729492, 355.5380630493164, 22.185943126678467, 23.03877353668213]",0.7395,0.58,94.7456,378,Good,yellow sphere
sample_0016,black sphere,"[388, 359, 22, 19]","[388.5826873779297, 359.71521377563477, 22.709710597991943, 24.11557137966156]",0.7494,0.92,89.503,418,Good,black sphere
sample_0016,pink sphere,"[228, 377, 24, 20]","[227.96825408935547, 377.28504180908203, 23.789169788360596, 25.692061185836792]",0.7731,0.29,88.9334,480,Good,pink sphere
sample_0017,red sphere,"[390, 316, 19, 14]","[390.35682678222656, 317.3028373718262, 20.103797912597656, 20.138930082321167]",0.657,1.35,106.9945,266,Good,red sphere
sample_0017,green sphere,"[287, 303, 19, 13]","[259.45390701293945, 370.1591205596924, 22.695815563201904, 24.291431307792664]",0.0,72.59,85.9869,247,Miss,other
sample_0017,blue sphere,"[375, 377, 24, 21]","[259.39762115478516, 370.2076721191406, 22.76177167892456, 24.37528967857361]",0.0,115.8,107.5085,504,Miss,other
sample_0017,yellow sphere,"[259, 369, 22, 20]","[259.4944190979004, 370.1263618469238, 22.716736793518066, 24.298744797706604]",0.7883,1.23,90.2645,440,Good,yellow sphere
sample_0017,black sphere,"[434, 382, 24, 21]",,0.0,99999,92.5608,504,Miss,other
sample_0017,pink sphere,"[320, 399, 25, 23]","[320.7022476196289, 400.2330207824707, 24.798638820648193, 27.460838556289673]",0.7957,1.42,89.9963,575,Good,pink sphere
sample_0018,red sphere,"[253, 400, 24, 23]","[253.45232009887695, 401.36012077331543, 25.21195650100708, 27.731775641441345]",0.7895,1.43,97.9878,552,Good,red sphere
sample_0018,green sphere,"[200, 361, 22, 19]","[200.1052474975586, 362.08691596984863, 23.914568424224854, 23.89268696308136]",0.7316,1.09,86.5499,418,Good,green sphere
sample_0018,blue sphere,"[360, 374, 23, 20]","[360.44090270996094, 375.42901039123535, 23.280434608459473, 25.551220178604126]",0.7556,1.5,103.0939,460,Good,blue sphere
sample_0018,yellow sphere,"[320, 343, 22, 17]","[200.0901985168457, 362.07987785339355, 23.82894515991211, 23.808229565620422]",0.0,121.42,90.135,374,Miss,other
sample_0018,black sphere,"[372, 343, 21, 16]",,0.0,99999,81.9575,336,Miss,other
sample_0018,pink sphere,"[279, 283, 17, 12]","[253.40024948120117, 401.3862991333008, 25.23550271987915, 27.75100886821747]",0.0,121.12,77.3116,204,Miss,other
sample_0019,red sphere,"[265, 356, 22, 18]","[357.8466033935547, 390.67065238952637, 24.519596099853516, 26.6165953874588]",0.0,99.11,93.7633,396,Miss,other
sample_0019,green sphere,"[411, 307, 18, 13]","[411.19110107421875, 307.63355255126953, 19.764180183410645, 19.290554523468018]",0.6138,0.66,100.8665,234,Good,green sphere
sample_0019,blue sphere,"[292, 334, 21, 16]","[291.76334381103516, 334.5614719390869, 20.700702667236328, 21.435819268226624]",0.7331,0.61,92.1011,336,Good,blue sphere
sample_0019,yellow sphere,"[297, 301, 19, 13]","[296.7311477661133, 301.85754776000977, 18.197472095489502, 18.819948434829712]",0.6703,0.9,83.7655,247,Good,yellow sphere
sample_0019,black sphere,"[435, 338, 21, 17]",,0.0,99999,91.3672,357,Miss,other
sample_0019,pink sphere,"[357, 390, 24, 22]","[357.8351593017578, 390.677547454834, 24.54650640487671, 26.6218364238739]",0.7744,1.08,93.7714,528,Good,pink sphere
sample_0020,red sphere,"[334, 334, 20, 16]","[213.15208435058594, 376.2457752227783, 23.721702098846436, 25.769931077957153]",0.0,128.02,102.9556,320,Miss,other
sample_0020,green sphere,"[431, 317, 19, 14]","[431.0603332519531, 318.07239532470703, 20.851881504058838, 20.059635043144226]",0.6359,1.07,102.5334,266,Good,green sphere
sample_0020,blue sphere,"[213, 375, 23, 21]","[213.1987190246582, 376.25779151916504, 23.900389671325684, 25.88370680809021]",0.7808,1.27,93.9331,483,Good,blue sphere
sample_0020,yellow sphere,"[316, 350, 22, 18]","[316.2575149536133, 350.4090213775635, 21.41336679458618, 22.360820174217224]",0.7876,0.48,88.7127,396,Good,yellow sphere
sample_0020,black sphere,"[415, 392, 24, 23]","[213.2011604309082, 376.24897956848145, 23.840105533599854, 25.8034747838974]",0.0,202.41,89.6787,552,Miss,other
sample_0020,pink sphere,"[380, 394, 24, 22]","[213.16082000732422, 376.259708404541, 23.737564086914062, 25.79762041568756]",0.0,167.78,93.7236,528,Miss,other
sample_0021,red sphere,"[409, 360, 22, 19]","[409.3977737426758, 361.44043922424316, 22.812564373016357, 23.741517663002014]",0.7718,1.49,109.1609,418,Good,red sphere
sample_0021,green sphere,"[294, 327, 20, 15]","[440.9745788574219, 390.68427085876465, 24.861385822296143, 26.669998168945312]",0.0,160.18,95.9588,300,Miss,other
sample_0021,blue sphere,"[249, 296, 18, 12]","[440.97129821777344, 390.74246406555176, 24.918954372406006, 26.706331372261047]",0.0,214.08,86.7125,216,Miss,other
sample_0021,yellow sphere,"[441, 390, 25, 22]","[440.98106384277344, 390.6639862060547, 24.848949909210205, 26.645538210868835]",0.8215,0.66,95.0632,550,Good,yellow sphere
sample_0021,black sphere,"[302, 278, 16, 11]",,0.0,99999,45.7653,176,Miss,other
sample_0021,pink sphere,"[232, 332, 20, 15]","[409.3991470336914, 361.42330169677734, 22.79019832611084, 23.733567595481873]",0.0,179.82,81.2392,300,Miss,other
sample_0022,red sphere,"[205, 377, 23, 21]","[205.3667449951172, 378.383731842041, 24.336602687835693, 25.547667145729065]",0.7768,1.43,93.4275,483,Good,red sphere
sample_0022,green sphere,"[334, 354, 22, 18]","[432.50022888183594, 401.7125701904297, 25.930800437927246, 28.17697048187256]",0.0,109.45,104.8289,396,Miss,other
sample_0022,blue sphere,"[432, 401, 25, 23]","[432.4920654296875, 401.71265602111816, 26.020054817199707, 28.260387182235718]",0.782,0.87,106.3513,575,Good,blue sphere
sample_0022,yellow sphere,"[252, 364, 22, 19]","[251.98877334594727, 365.22459983825684, 22.873270511627197, 23.8119238615036]",0.7675,1.22,90.0568,418,Good,yellow sphere
sample_0022,black sphere,"[317, 329, 20, 15]","[432.5220489501953, 401.72607421875, 25.970451831817627, 28.248719573020935]",0.0,136.51,70.8434,300,Miss,other
sample_0022,pink sphere,"[251, 326, 20, 15]","[205.3327751159668, 378.4234428405762, 24.386231899261475, 25.538554787635803]",0.0,69.52,79.5916,300,Miss,other
sample_0023,red sphere,"[391, 376, 23, 21]","[390.9742736816406, 377.73061752319336, 23.355655670166016, 25.16722083091736]",0.8217,1.73,107.9938,483,Good,red sphere
sample_0023,green sphere,"[355, 278, 17, 11]","[355.79944610595703, 278.75879287719727, 16.961590051651, 17.38791525363922]",0.5856,1.1,105.7251,187,Good,green sphere
sample_0023,blue sphere,"[236, 323, 20, 15]","[236.24826431274414, 323.86768341064453, 20.2181339263916, 20.978693962097168]",0.6989,0.9,86.0135,300,Good,blue sphere
sample_0023,yellow sphere,"[391, 278, 17, 11]","[391.24691009521484, 278.5634136199951, 17.421163320541382, 17.327581644058228]",0.6173,0.62,94.6857,187,Good,yellow sphere
sample_0023,black sphere,"[427, 300, 18, 13]",,0.0,99999,71.2929,234,Miss,other
sample_0023,pink sphere,"[265, 329, 20, 15]","[390.96630096435547, 377.7347660064697, 23.346827030181885, 25.11614978313446]",0.0,135.07,84.5414,300,Miss,other
sample_0024,red sphere,"[309, 279, 17, 11]","[416.8165588378906, 395.7997512817383, 24.953665733337402, 27.03206956386566]",0.0,158.95,90.0417,187,Miss,other
sample_0024,green sphere,"[286, 312, 19, 14]","[303.86667251586914, 368.58418464660645, 22.7370548248291, 24.68334674835205]",0.0,59.34,87.9493,266,Miss,other
sample_0024,blue sphere,"[363, 318, 19, 14]","[416.7958450317383, 395.79322814941406, 25.008387565612793, 26.991968750953674]",0.0,94.58,101.9128,266,Miss,other
sample_0024,yellow sphere,"[304, 368, 23, 20]","[303.8467216491699, 368.5428714752197, 22.691175937652588, 24.684383869171143]",0.8014,0.56,87.969,460,Good,yellow sphere
sample_0024,black sphere,"[257, 347, 21, 18]","[257.1695327758789, 347.5568103790283, 21.94413423538208, 22.461978793144226]",0.7669,0.58,57.0383,378,Good,black sphere
sample_0024,pink sphere,"[417, 395, 25, 23]","[416.7698287963867, 395.8078193664551, 24.965686798095703, 26.979333758354187]",0.8382,0.84,94.7429,575,Good,pink sphere
sample_0025,red sphere,"[312, 385, 23, 21]","[311.65082931518555, 386.8142509460449, 24.61996555328369, 26.320011019706726]",0.7454,1.85,99.3288,483,Good,red sphere
sample_0025,green sphere,"[412, 299, 19, 13]","[411.78680419921875, 300.17675399780273, 18.75702738761902, 18.347216248512268]",0.6963,1.2,108.5072,247,Good,green sphere
sample_0025,blue sphere,"[273, 317, 20, 15]","[273.23076248168945, 318.1344223022461, 19.941482543945312, 20.268214344978333]",0.7256,1.16,86.4693,300,Good,blue sphere
sample_0025,yellow sphere,"[305, 291, 17, 12]","[305.821590423584, 292.13759422302246, 17.548635005950928, 18.017059564590454]",0.6117,1.4,85.6001,204,Good,yellow sphere
sample_0025,black sphere,"[383, 368, 23, 19]",,0.0,99999,91.2644,437,Miss,other
sample_0025,pink sphere,"[337, 365, 23, 19]","[311.64098739624023, 386.8125915527344, 24.622361660003662, 26.29558503627777]",0.0,33.45,93.2823,437,Miss,other
sample_0026,red sphere,"[284, 368, 22, 19]","[284.2182731628418, 369.76512908935547, 23.170909881591797, 24.71116840839386]",0.73,1.78,97.2192,418,Good,red sphere
sample_0026,green sphere,"[357, 389, 24, 22]","[357.7518081665039, 389.7010803222656, 24.117588996887207, 26.15960955619812]",0.7935,1.03,105.1473,528,Good,green sphere
sample_0026,blue sphere,"[247, 348, 21, 17]","[247.2360610961914, 348.65455627441406, 22.26145029067993, 22.934834361076355]",0.6992,0.7,93.3526,357,Good,blue sphere
sample_0026,yellow sphere,"[414, 360, 23, 19]","[414.7451400756836, 361.2696647644043, 22.669219970703125, 23.63694190979004]",0.7588,1.47,93.5851,437,Good,yellow sphere
sample_0026,black sphere,"[421, 312, 19, 14]","[421.204833984375, 312.3613929748535, 19.564189910888672, 19.336876273155212]",0.7031,0.42,81.8226,266,Good,black sphere
sample_0026,pink sphere,"[316, 371, 22, 20]","[316.1585807800293, 371.0570526123047, 23.08061122894287, 25.140346884727478]",0.7583,0.17,90.7717,440,Good,pink sphere
sample_0027,red sphere,"[214, 318, 20, 14]","[214.55413818359375, 319.3658924102783, 20.67218542098999, 20.202648639678955]",0.6583,1.47,88.7668,280,Good,red sphere
sample_0027,green sphere,"[372, 360, 22, 19]","[372.3628234863281, 361.4312553405762, 22.513258457183838, 23.7630432844162]",0.7746,1.48,101.4766,418,Good,green sphere
sample_0027,blue sphere,"[294, 372, 23, 20]","[294.03980255126953, 372.7265453338623, 23.47968339920044, 25.10277807712555]",0.7804,0.73,96.0135,460,Good,blue sphere
sample_0027,yellow sphere,"[282, 291, 18, 12]","[282.4081039428711, 291.2795162200928, 17.764638662338257, 18.212265372276306]",0.6357,0.49,78.1382,216,Good,yellow sphere
sample_0027,black sphere,"[373, 325, 20, 15]",,0.0,99999,85.6173,300,Miss,other
sample_0027,pink sphere,"[250, 338, 21, 16]","[214.57008361816406, 319.37610626220703, 20.713448524475098, 20.144975781440735]",0.0,40.03,85.1437,336,Miss,other
sample_0028,red sphere,"[291, 361, 23, 19]","[290.605525970459, 362.8169345855713, 22.48377799987793, 24.713330268859863]",0.7475,1.86,96.7842,437,Good,red sphere
